executorCores,executorMemory,memoryFraction,memoryStorageFraction,defaultParallelism,shuffleCompress,shuffleSpillCompress,broadcastCompress,rddCompress,ioCompressionCodec,reducerMaxSizeInFlight,shuffleFileBuffer,serializer,$<PERF
1,1537,0.112436877,0.566836364,12,0,0,0,0,0,30,26,1,1416
1,1460,0.199446044,0.579142919,12,0,0,0,0,0,26,23,1,1357
1,1407,0.294395058,0.582309734,12,0,0,0,0,0,26,22,1,1294
4,1024,0.9,0.9,1,1,1,1,0,2,8,8,0,3072
1,1345,0.100769228,0.536911756,12,0,0,0,0,0,21,26,1,1548
1,2465,0.1,0.9,12,0,0,0,0,0,49,8,1,2328
1,1427,0.155541779,0.9,12,0,0,0,0,0,16,8,1,1479
1,1513,0.165850928,0.9,12,0,0,0,0,0,18,8,1,1486
1,1376,0.203570386,0.9,12,0,0,0,0,0,14,9,1,1400
1,1633,0.1,0.9,12,0,0,0,0,0,23,8,1,1496
1,1024,0.212737806,0.730736693,12,0,0,0,0,0,8,14,1,1481
2,1024,0.357482405,0.635105291,12,1,0,0,0,0,8,14,1,2128
1,1024,0.291277943,0.650515434,12,0,0,0,0,0,8,13,1,1446
1,1024,0.1,0.788942392,12,0,0,0,0,0,8,8,1,1567
1,1024,0.339257266,0.646739092,12,0,0,0,0,0,8,16,1,1386
1,2908,0.1,0.607689364,12,0,0,0,0,0,8,8,1,2300
1,2373,0.1,0.631765809,12,0,0,0,0,0,8,12,1,2439
1,2570,0.1,0.599367556,12,0,0,0,0,0,8,13,1,2447
1,3031,0.1,0.837286577,12,0,0,0,0,0,8,8,1,2276
1,3160,0.1,0.719013544,12,0,0,0,0,0,8,8,1,2347
1,1024,0.177330754,0.583037697,8,1,0,0,0,1,16,8,1,1538
1,1024,0.202065903,0.518580425,8,1,0,0,0,0,16,8,1,1442
4,4096,0.9,0.9,1,1,1,1,0,2,8,64,0,3290
1,1024,0.1,0.496400044,12,0,0,0,0,0,20,8,1,1614
1,1024,0.125186925,0.585812465,9,1,0,0,0,0,17,8,1,1267
4,1024,0.9,0.1,1,1,1,1,0,2,96,64,0,3171
4,1024,0.9,0.164630918,1,1,1,1,0,2,47,23,0,3090
4,1024,0.9,0.38756156,1,1,1,1,0,2,31,19,0,2965
4,1024,0.9,0.35313278,1,1,1,1,0,2,32,18,0,3038
4,1024,0.9,0.497794163,1,1,1,1,0,2,28,13,0,3065
4,1024,0.9,0.269548484,1,1,1,1,0,2,76,11,0,3195
4,1024,0.9,0.1,1,1,1,1,0,2,96,17,0,3200
4,1254,0.9,0.214387673,1,1,1,1,0,2,89,18,0,3022
4,1024,0.9,0.1,1,1,1,1,0,2,96,13,0,3224
1,1024,0.303254789,0.9,12,0,0,0,1,0,8,8,1,1465
3,1024,0.36071646,0.664064357,6,1,0,0,0,1,17,14,0,3039
3,1024,0.1,0.623236931,9,0,0,0,0,0,23,15,0,3187
3,1024,0.1,0.629812607,11,0,0,0,0,0,19,12,0,3040
3,1024,0.120264745,0.646427632,8,0,0,0,0,0,17,12,0,2829
3,1024,0.1,0.659989117,11,0,0,0,0,0,20,12,0,3145
3,1036,0.480671667,0.593982948,6,0,0,0,0,0,19,13,0,2984
2,1314,0.176423022,0.518570837,9,0,0,0,0,0,27,13,0,2294
2,1351,0.1,0.481411689,11,0,0,0,1,0,30,10,0,2376
2,1176,0.217973441,0.537317023,8,0,0,0,0,0,24,12,0,2194
2,1370,0.1,0.525977686,11,0,0,0,0,0,30,11,0,2250
3,1450,0.462240288,0.541252909,10,1,0,0,0,0,15,18,0,3240
3,1332,0.410806893,0.587180971,11,1,0,0,0,0,12,16,0,3163
1,1024,0.1,0.1,12,0,1,0,1,0,8,8,0,1441
2,1309,0.375683321,0.57803153,11,1,0,0,0,0,12,15,0,2290
3,1423,0.45491451,0.534699965,9,1,0,0,0,0,16,17,0,3250
4,1139,0.9,0.623100169,1,1,1,1,1,2,8,13,0,3168
4,1225,0.9,0.490923714,1,1,0,1,1,2,9,10,0,3127
4,1272,0.9,0.473257642,1,1,0,1,1,2,8,12,0,3029
4,1237,0.9,0.530778194,1,1,1,1,1,2,10,12,0,2982
4,1296,0.9,0.556202525,1,1,1,1,1,2,10,11,0,3104
4,1024,0.9,0.1,1,1,1,1,0,2,16,36,0,3281
4,1024,0.9,0.1,1,1,1,1,0,2,13,64,0,3273
4,1024,0.9,0.1,1,1,1,1,0,2,8,64,0,2976
4,1024,0.9,0.1,1,1,1,1,0,2,79,64,0,3156
1,4096,0.1,0.9,12,0,0,0,1,0,8,8,1,3218
1,1024,0.1,0.634418337,12,0,0,0,1,0,62,16,1,1480
1,1211,0.384272511,0.716678171,8,0,0,0,1,0,22,12,1,1458
1,1024,0.1,0.515092403,12,0,0,0,1,0,96,19,1,1355
1,1558,0.1,0.574443875,12,0,0,0,1,0,71,16,1,1555
1,1543,0.1,0.593612685,12,0,0,0,1,0,66,16,1,1488
3,2734,0.785451894,0.553788392,5,1,1,1,0,2,19,41,0,3214
4,2293,0.645368596,0.524059437,7,1,1,1,0,2,8,61,0,3156
4,2462,0.696210661,0.537175762,6,1,1,1,0,2,8,54,0,3111
4,2174,0.605214842,0.516971944,8,1,1,1,0,2,8,64,0,2955
4,2101,0.589290688,0.505984622,8,1,1,1,0,2,8,64,0,3163
4,2532,0.729486744,0.53601027,6,1,1,1,0,2,8,49,0,3164
4,2529,0.72347563,0.540470885,6,1,1,1,0,2,8,50,0,3052
4,2365,0.667715621,0.52714603,7,1,1,1,0,2,8,57,0,3242
3,2685,0.767350309,0.552761501,5,1,1,1,0,2,15,44,0,3469
4,2368,0.677867582,0.526248844,7,1,1,1,0,2,8,56,0,3221
2,1024,0.1,0.343907099,3,1,1,0,1,2,66,10,0,2375
2,1213,0.1,0.374474832,1,1,1,0,1,2,57,31,0,2249
2,1024,0.1,0.1,1,1,1,0,1,2,96,28,0,2303
1,1381,0.1,0.123046732,1,0,1,0,1,2,55,25,0,1388
1,1024,0.1,0.1,1,1,1,0,1,2,96,8,0,1469
2,1124,0.1,0.222060648,1,1,1,0,1,2,76,36,0,2454
2,1076,0.1,0.1,1,0,1,0,1,2,88,38,0,2320
1,1024,0.1,0.10472362,1,1,1,0,1,2,69,8,0,1376
1,1368,0.1,0.1,1,0,1,0,1,2,70,32,0,1539
1,1077,0.1,0.1,1,0,1,0,1,2,96,57,0,1306
2,1024,0.314311294,0.512337132,3,1,0,0,1,1,12,8,0,2320
1,1024,0.267398676,0.414318563,3,1,0,0,1,0,12,8,0,1353
1,1149,0.1,0.24967663,1,1,0,0,1,0,11,8,0,1605
1,1024,0.1,0.1,3,1,0,0,1,0,10,8,0,1362
1,1045,0.327911046,0.347231704,4,1,0,0,1,0,12,8,0,1495
1,1074,0.286206598,0.317989473,4,1,0,0,1,0,12,8,0,1299
1,1139,0.254098048,0.23923197,4,1,0,0,1,0,12,8,0,1332
1,1024,0.1,0.268979761,1,1,0,0,1,0,10,8,0,1347
1,1024,0.1,0.1,3,1,0,0,1,0,10,8,0,1431
1,1431,0.153964983,0.1,4,1,0,0,1,0,13,8,0,1404
4,4096,0.9,0.1,12,1,1,1,0,0,8,8,0,2997
4,4096,0.9,0.9,12,1,0,1,0,0,8,8,0,3211
4,1555,0.9,0.716194995,12,1,0,0,0,0,9,8,0,3114
4,1628,0.842297191,0.57998099,12,1,1,1,0,0,9,8,0,2880
4,2309,0.9,0.675842334,12,1,1,1,0,0,8,8,0,2969
1,1024,0.1,0.25099819,1,0,1,0,1,2,23,39,0,1450
1,1024,0.1,0.1,1,0,1,0,1,2,42,52,0,1362
4,2819,0.9,0.681126184,12,1,1,1,0,0,8,8,0,3027
4,1664,0.9,0.466113166,12,1,1,1,0,0,9,8,0,3157
1,1024,0.1,0.74636012,1,0,0,1,1,2,15,34,0,1387
1,1024,0.400444523,0.759978232,1,1,0,0,1,0,8,8,0,1380
2,1024,0.479793784,0.68746941,1,1,0,0,1,0,8,8,0,2202
2,1024,0.436187112,0.742173944,1,1,0,0,1,0,8,9,0,2145
1,1024,0.35620782,0.642433259,1,1,0,0,1,0,8,8,0,1461
1,1024,0.405251973,0.788149785,1,1,0,0,1,0,8,8,0,1239
1,1024,0.51490169,0.687717186,1,1,0,0,1,0,8,8,0,1269
1,1024,0.344001568,0.676290988,1,1,0,0,1,0,8,8,0,1461
2,1024,0.477826097,0.657071659,1,1,0,0,1,0,8,9,0,2131
1,1024,0.506435412,0.766677519,1,1,0,0,1,0,8,8,0,1304
1,1024,0.360131487,0.9,1,0,0,0,1,0,8,8,0,1362
1,1024,0.76310057,0.9,1,1,0,0,0,1,9,8,0,1406
2,1024,0.531244269,0.790655708,1,1,0,0,1,1,10,8,0,2279
2,1024,0.589659949,0.832559648,1,0,0,0,1,1,10,8,0,2319
2,1024,0.513902216,0.682120529,1,1,0,0,1,1,10,8,0,2258
1,1024,0.543054799,0.9,1,0,0,0,1,1,9,8,0,1269
1,1024,0.531469145,0.771621672,1,1,0,0,1,1,9,8,0,1370
1,1024,0.575743579,0.9,1,1,0,0,1,2,8,8,0,1272
1,1024,0.68509729,0.9,1,0,0,0,1,2,8,8,0,1271
1,1024,0.498572759,0.9,1,0,0,0,1,1,9,8,0,1396
2,1024,0.512053721,0.764926505,1,1,0,0,1,1,10,8,0,2059
4,1524,0.628969159,0.778128335,6,0,1,1,0,0,14,8,0,3130
4,1321,0.636692872,0.73539509,8,0,1,1,0,0,14,8,0,3068
4,1297,0.525750076,0.645799616,7,0,1,1,1,0,13,8,0,2958
4,1397,0.599058965,0.724453256,8,0,1,1,0,0,14,8,0,3085
4,1622,0.698107914,0.745752396,11,0,1,1,0,0,15,8,0,2669
4,1456,0.620828408,0.705479,9,0,1,1,0,0,14,8,0,3027
4,1307,0.423677332,0.756984183,6,0,1,1,1,0,14,8,0,3163
4,1221,0.525724007,0.667443341,7,0,1,1,1,0,13,8,0,3013
4,1351,0.671166526,0.696840986,9,0,1,1,0,0,14,8,0,2813
4,1325,0.545768827,0.667038548,7,0,1,1,1,0,13,8,0,2999
4,1031,0.590629473,0.82410355,6,0,1,1,1,0,11,11,0,3098
4,1042,0.642905422,0.760802208,8,0,1,1,0,0,10,10,0,2863
4,1222,0.527766768,0.668509106,7,0,1,1,1,0,11,10,0,3063
4,1108,0.591269865,0.750434105,8,0,1,1,0,0,11,10,0,2997
4,1024,0.664232415,0.763059289,11,0,1,1,0,0,11,11,0,3008
4,1047,0.606212965,0.731001077,9,0,1,1,0,0,11,12,0,3059
4,1197,0.451566412,0.804925751,6,0,1,1,1,0,11,15,0,2738
4,1229,0.54729755,0.685134847,7,0,1,1,1,0,11,10,0,3387
4,1099,0.664634552,0.704753297,9,1,1,1,0,0,10,8,0,2868
4,1281,0.542095256,0.678170829,7,0,1,1,1,0,11,8,0,2969
2,1158,0.35645869,0.9,1,0,0,0,1,1,10,9,0,2253
3,1096,0.455784264,0.898352759,1,0,0,0,1,1,10,9,0,3073
2,1167,0.273967767,0.9,1,0,0,0,1,1,10,9,0,2003
2,1142,0.350878857,0.9,1,0,0,0,1,1,10,9,0,2193
2,1154,0.326149197,0.9,1,0,0,0,1,1,10,9,0,2173
2,1050,0.416515754,0.9,1,1,0,0,1,1,11,9,0,2365
3,1093,0.441593924,0.883947997,1,0,0,0,1,1,10,9,0,3200
2,1209,0.250366642,0.9,1,0,0,0,1,1,9,9,0,2071
2,1143,0.367538735,0.9,1,0,0,0,1,1,10,9,0,2261
3,1091,0.47131515,0.862731932,1,0,0,0,1,1,10,9,0,3171
2,1290,0.560675325,0.601416905,3,1,0,0,1,1,12,9,0,2245
1,2618,0.1,0.9,1,1,0,0,1,0,19,8,0,2269
1,1496,0.1,0.9,1,0,0,0,1,0,12,12,0,1386
4,1024,0.9,0.40837694,12,0,1,1,0,1,8,10,0,3099
4,1024,0.9,0.1,12,0,1,1,0,2,8,8,0,3228
1,1389,0.296664488,0.681382423,1,1,0,0,1,0,12,9,0,1273
1,1978,0.1,0.9,1,1,0,0,1,0,15,10,0,1901
1,2677,0.1,0.9,1,1,0,0,1,1,19,8,0,2272
1,1566,0.255686428,0.663260523,1,1,0,0,1,1,13,8,0,1419
1,2385,0.1,0.849859903,1,1,0,0,1,2,18,8,0,2327
1,1024,0.1,0.9,1,1,0,0,1,2,33,64,0,1477
1,1024,0.295095236,0.760210745,1,1,0,0,1,1,12,12,0,1474
2,1024,0.383835224,0.713496206,1,1,0,0,1,1,12,10,0,2123
2,1024,0.340518971,0.736103244,1,1,0,0,1,0,12,11,0,2262
2,1024,0.586515961,0.650687316,2,1,0,0,1,1,12,10,0,2269
1,1024,0.1,0.796571685,1,1,0,0,1,0,13,19,0,1309
1,1024,0.1,0.783089878,1,1,0,0,1,0,12,12,0,1351
1,1024,0.1,0.9,1,1,0,0,1,1,14,19,0,1595
1,1024,0.1,0.9,1,1,0,0,1,0,14,16,0,1358
2,1024,0.404953185,0.674470279,1,1,0,0,1,0,12,10,0,2299
1,1494,0.174690106,0.285366435,1,0,0,1,1,1,8,12,0,1392
1,1470,0.401134491,0.325443279,1,0,0,1,1,1,10,11,0,1503
2,1319,0.353511026,0.420731431,1,0,0,1,1,1,9,10,0,2285
1,1509,0.321898089,0.273187363,1,0,0,1,1,1,9,12,0,1460
1,1446,0.183243404,0.312064107,1,0,0,1,1,1,8,11,0,1372
2,1345,0.403677035,0.44932131,1,0,0,1,1,1,10,10,0,2293
1,1468,0.368637401,0.392386655,1,0,0,0,1,0,9,11,0,1306
2,1343,0.192264095,0.380697108,1,0,0,1,1,1,8,11,0,2121
2,1317,0.252099871,0.474270081,1,0,0,1,1,1,9,10,0,2405
1,1448,0.376581313,0.303737853,1,0,0,1,1,1,9,11,0,1385
2,1159,0.627736819,0.5866266,4,1,0,0,0,1,8,11,0,2337
1,1260,0.716019635,0.516843481,1,1,0,0,0,1,8,13,0,1320
4,2107,0.9,0.1,12,0,1,1,0,0,51,8,0,2927
1,1159,0.18496646,0.775952831,1,1,0,0,0,1,8,26,0,1452
1,1024,0.1,0.9,1,1,0,0,1,2,8,39,0,1437
2,1027,0.371014904,0.745241184,1,1,0,0,1,1,8,12,0,2331
1,1172,0.354161311,0.746366151,1,1,0,0,0,1,8,22,0,1283
1,1137,0.544311421,0.63982557,1,1,0,0,1,1,8,12,0,1502
2,1030,0.395988522,0.737080291,1,1,0,0,1,1,8,12,0,2161
1,1024,0.1,0.9,1,1,0,0,1,0,8,64,0,1462
2,1345,0.433692294,0.736436283,1,1,0,0,0,1,9,11,0,2111
1,1411,0.276015949,0.878065855,1,1,0,0,1,1,8,12,0,1272
1,3797,0.1,0.9,1,1,0,0,1,0,8,29,0,3131
2,1389,0.376882415,0.700087748,1,1,0,0,1,1,9,11,0,2216
1,2062,0.1,0.9,1,0,0,0,1,1,8,16,0,1439
1,4096,0.1,0.9,1,1,0,0,1,1,8,45,0,3159
4,1024,0.9,0.1,12,0,1,1,0,0,96,8,0,3147
1,1494,0.20626897,0.890455624,1,1,0,0,1,1,8,12,0,1484
1,1399,0.324647969,0.738085131,1,1,0,0,1,1,8,11,0,1517
1,1524,0.37089393,0.644785761,1,1,0,0,0,1,8,11,0,1460
1,2310,0.1,0.9,1,1,0,0,1,0,8,8,0,2352
1,1573,0.168552012,0.9,1,1,0,0,0,1,8,9,0,1178
1,1466,0.285731392,0.899443474,1,1,0,0,1,0,10,10,0,1293
1,2837,0.1,0.9,1,1,0,0,1,0,13,12,0,2359
1,3100,0.1,0.890111449,1,1,0,0,0,0,13,14,0,2253
1,1367,0.37428582,0.869160316,1,1,0,0,1,0,10,10,0,1365
1,1826,0.183947511,0.809271397,1,1,0,0,0,0,13,12,0,1618
1,1282,0.499181151,0.741304388,2,1,0,0,0,1,11,10,0,1519
1,2682,0.1,0.9,1,1,0,0,0,0,10,12,0,2368
4,1024,0.9,0.1,12,0,1,1,0,2,20,18,0,3105
2,1611,0.584820817,0.595572292,5,1,0,0,1,1,27,41,0,2274
1,1924,0.638581397,0.465701704,4,1,0,0,0,1,37,61,0,1588
2,1814,0.6205191,0.512303917,5,1,0,0,0,1,33,54,0,2235
1,2017,0.655358647,0.428426803,4,1,0,0,0,2,39,64,0,1470
1,2041,0.657688644,0.416230524,4,1,0,0,0,2,40,64,0,1649
2,1733,0.608596108,0.540492858,5,1,0,0,0,1,31,49,0,2148
2,1754,0.612072138,0.534142881,5,1,0,0,0,1,32,50,0,2262
1,1858,0.628753888,0.485374535,5,1,0,0,0,1,35,58,0,1536
2,1652,0.594006312,0.575713229,5,1,0,0,1,1,28,43,0,2222
2,1848,0.626390893,0.493123305,5,1,0,0,0,1,35,57,0,2367
1,1767,0.1,0.9,1,1,0,1,1,2,10,8,0,1740
1,1825,0.1,0.856242137,1,1,0,1,1,1,12,8,0,1564
1,2467,0.1,0.9,1,1,0,1,1,2,8,8,0,2445
1,1901,0.1,0.9,1,1,0,1,1,2,11,8,0,1514
1,1529,0.122592834,0.9,1,1,0,1,1,2,10,9,0,1445
1,1995,0.1,0.9,1,1,0,1,1,1,10,8,0,1530
2,1554,0.116056334,0.804720498,1,1,0,1,1,1,12,9,0,2170
1,1910,0.1,0.9,1,1,0,1,1,2,10,8,0,1808
1,2016,0.1,0.9,1,1,0,1,1,2,11,8,0,1692
2,1510,0.153929858,0.766753035,1,1,0,1,1,1,13,9,0,2232
1,1024,0.411209158,0.336596148,7,1,0,0,1,2,42,8,0,1476
1,1024,0.547394935,0.317700223,9,1,0,0,1,2,53,8,0,1421
1,1024,0.75714128,0.257401101,12,1,0,0,1,2,88,8,0,1285
1,1024,0.9,0.1,12,1,0,0,1,2,96,8,0,1550
1,1024,0.820673712,0.324475025,11,1,0,0,1,2,49,11,0,1380
1,1024,0.83988056,0.347864191,11,1,0,0,1,2,55,11,0,1258
1,1024,0.9,0.307708002,12,1,0,0,1,2,63,11,0,1220
1,1024,0.40069489,0.1,12,1,0,0,1,2,96,8,0,1469
1,1024,0.9,0.1,12,1,0,0,1,2,96,8,0,1253
1,1024,0.9,0.322652812,12,1,0,0,1,2,84,9,0,1430
2,1600,0.340681277,0.291787371,6,1,0,0,1,2,14,10,0,2318
2,1489,0.258488176,0.332547674,5,1,0,0,1,1,13,11,0,2359
2,1642,0.34719136,0.277569568,7,1,0,0,1,2,15,10,0,2245
1,1644,0.198188629,0.252528154,5,1,0,0,1,2,14,11,0,1312
1,1707,0.108778459,0.223627605,5,1,0,0,1,2,15,11,0,1667
2,1490,0.342834147,0.341616246,5,1,0,0,1,1,13,10,0,2306
2,1498,0.287987151,0.333481716,5,1,0,0,1,1,13,11,0,2222
2,1707,0.324371852,0.24966839,7,1,0,0,1,2,15,10,0,2194
2,1598,0.296660187,0.282712958,6,1,0,0,1,2,14,10,0,2278
2,1444,0.439962249,0.366808995,6,1,0,0,1,1,13,10,0,2294
2,1369,0.194276075,0.295662279,4,1,0,0,0,2,40,11,0,2205
2,1316,0.269416687,0.35708133,4,1,0,0,1,2,37,11,0,2294
2,1337,0.330427458,0.340010218,5,1,0,0,0,2,41,11,0,2274
2,1369,0.12141141,0.292910134,3,1,0,0,1,2,39,11,0,2276
2,1375,0.242655485,0.297089736,4,1,0,0,0,2,41,11,0,2175
2,1310,0.192322584,0.354648017,3,1,0,0,1,2,35,11,0,2254
2,1372,0.149126718,0.287024358,3,1,0,0,1,2,41,11,0,2185
2,1303,0.298972987,0.376603944,4,1,0,0,1,1,37,11,0,2294
2,1323,0.296972426,0.349874426,4,1,0,0,0,2,38,11,0,2308
2,1411,0.231365655,0.254304036,4,1,0,0,0,2,45,11,0,2274
2,1573,0.437435194,0.279239308,5,1,0,0,0,2,37,12,0,2318
2,1510,0.287609062,0.390630401,3,1,0,0,1,1,47,13,0,2278
2,1371,0.346202952,0.400431298,4,1,0,0,1,1,49,12,0,2228
2,1306,0.415711788,0.391322155,5,1,0,0,1,1,49,12,0,2325
2,1255,0.40226203,0.408070933,5,1,0,0,1,1,51,12,0,2347
2,1511,0.325400887,0.369617318,4,1,0,0,1,1,45,13,0,2177
3,1787,0.535045891,0.164412569,7,1,0,0,0,2,24,12,0,3141
2,1598,0.333819,0.327493539,4,1,0,0,1,1,41,13,0,2219
2,1514,0.280374892,0.391454888,3,1,0,0,1,1,47,13,0,2261
2,1323,0.390992927,0.39700338,5,1,0,0,1,1,49,12,0,2132
1,1024,0.1,0.1,1,1,0,0,0,2,8,37,0,1406
1,1024,0.1,0.305525172,1,1,0,0,0,2,32,10,0,1366
1,1024,0.1,0.1,1,1,0,0,0,2,8,11,0,1503
1,1024,0.1,0.306332413,1,1,0,0,0,1,9,20,0,1544
1,1024,0.1,0.45071161,1,1,0,0,0,1,42,15,0,1456
1,1024,0.1,0.437704657,1,1,0,0,0,0,25,20,0,1130
1,1024,0.1,0.424790062,1,1,0,0,0,1,42,17,0,1354
1,1024,0.1,0.397948691,1,1,0,0,0,1,34,14,0,1408
1,1024,0.1,0.440724383,1,1,0,0,0,0,8,14,0,1397
1,1024,0.1,0.1,1,1,0,0,0,1,8,34,0,1470
2,1406,0.332394085,0.36281513,7,1,0,0,1,1,9,10,0,2332
2,1467,0.199745792,0.286104121,8,1,0,0,1,2,8,9,0,2195
1,1439,0.1,0.238272523,7,1,0,0,1,2,8,9,0,1415
2,1412,0.253398404,0.330447132,7,1,0,0,1,2,9,10,0,2228
2,1433,0.376975781,0.361603508,8,1,0,0,0,1,9,10,0,2345
2,1431,0.345993513,0.350501374,8,1,0,0,0,2,9,10,0,2128
2,1267,0.313494258,0.419744673,5,1,0,0,1,1,8,10,0,2394
1,1381,0.1,0.198335935,5,1,0,0,1,2,8,8,0,1344
1,1643,0.1,0.130614224,9,1,0,0,0,2,8,8,0,1560
1,1441,0.1,0.131763968,6,1,0,0,1,2,8,8,0,1334
2,1067,0.4874812,0.494035548,6,1,0,1,0,1,9,9,0,2397
2,1146,0.504465183,0.465053775,6,1,0,0,0,1,9,9,0,2303
2,1813,0.629071042,0.242102568,9,1,0,0,0,2,9,8,0,2275
2,1202,0.511197009,0.446098652,7,1,0,0,0,1,9,9,0,2337
2,1106,0.47915691,0.486759039,6,1,0,1,0,1,9,9,0,2162
2,1234,0.35009029,0.538630183,4,1,0,1,0,0,8,8,0,2103
2,1101,0.496236497,0.479279492,6,1,0,1,0,1,9,9,0,2245
2,1176,0.51185278,0.452710489,7,1,0,0,0,1,9,9,0,2229
2,1154,0.49723433,0.466285678,6,1,0,0,0,1,9,9,0,2360
3,1078,0.506971867,0.480380642,6,1,0,1,0,1,9,9,0,3026
1,1024,0.1,0.462343887,1,1,0,0,1,1,9,11,0,1456
1,1024,0.1,0.1,1,1,0,0,1,1,32,36,0,1361
1,1024,0.1,0.1,1,1,0,0,0,2,10,18,0,1376
4,4096,0.9,0.9,12,0,1,1,1,2,8,8,0,3076
1,1024,0.1,0.1,1,1,0,0,0,2,8,64,0,1333
1,1024,0.1,0.223807489,1,1,0,0,1,1,12,13,0,1431
1,1024,0.1,0.1,1,1,0,0,0,2,14,20,0,1389
1,1024,0.1,0.1,1,1,0,0,0,0,9,22,0,1486
1,1024,0.1,0.359107779,1,1,0,0,0,0,10,14,0,1487
1,1024,0.1,0.247155044,1,1,0,0,0,0,9,19,0,1469
2,1050,0.414447155,0.464505494,4,1,0,0,1,1,12,10,0,2192
3,1105,0.442122128,0.466703519,4,1,0,0,1,1,12,10,0,3107
3,1165,0.471618483,0.468453334,5,1,0,0,1,1,12,10,0,2938
3,1124,0.451612871,0.467257286,4,1,0,0,1,1,12,10,0,2862
3,1113,0.446430086,0.466965085,4,1,0,0,1,1,12,10,0,2696
2,1024,0.390962078,0.463969931,3,1,0,0,1,1,12,10,0,2113
2,1052,0.423798834,0.463733652,4,1,0,0,1,1,12,10,0,2146
3,1125,0.452576642,0.468941984,4,1,0,0,1,1,12,10,0,3030
3,1163,0.471796172,0.469843028,5,1,0,0,1,1,12,10,0,2961
3,1098,0.443965656,0.466674839,4,1,0,0,1,1,12,10,0,3047
2,1444,0.395943137,0.504274485,3,1,0,0,1,1,11,12,0,2164
2,1446,0.392354439,0.510393937,3,1,0,0,1,1,11,12,0,2435
2,1436,0.350903213,0.519655327,1,1,0,0,1,1,11,13,0,2288
2,1444,0.38898078,0.505971307,2,1,0,0,1,1,11,12,0,2354
2,1442,0.380587964,0.512051063,2,1,0,0,1,1,11,12,0,2344
2,1446,0.399315861,0.501338117,3,1,0,0,1,1,11,12,0,2390
2,1453,0.430187724,0.494240112,4,1,0,0,1,1,11,12,0,2294
2,1436,0.351422413,0.519551646,1,1,0,0,1,1,11,13,0,2229
2,1448,0.397581363,0.504985203,3,1,0,0,1,1,11,12,0,2312
2,1438,0.368309779,0.515161562,2,1,0,0,1,1,11,12,0,2269
2,1024,0.336574339,0.508908793,3,1,0,0,1,1,8,9,0,2360
2,1024,0.257511646,0.512759137,2,1,0,0,1,1,8,9,0,2217
2,1024,0.394574489,0.504274698,4,1,0,0,1,1,8,10,0,2242
2,1024,0.314014028,0.507759022,3,1,0,0,1,1,8,9,0,2360
2,1024,0.411118704,0.496011807,4,1,0,0,1,1,8,10,0,2304
3,1024,0.453897358,0.499314798,4,1,0,0,1,1,8,10,0,3092
2,1024,0.311767313,0.511318501,3,1,0,0,1,1,8,9,0,2059
2,1024,0.367849374,0.499073574,3,1,0,0,1,1,8,10,0,2210
3,1024,0.47807051,0.495300757,5,1,0,0,1,1,8,11,0,3139
2,1024,0.316297547,0.509134009,3,1,0,0,1,1,8,9,0,2178
2,1419,0.263471253,0.422052997,4,1,0,0,1,1,8,10,0,2489
2,1276,0.374733024,0.447801512,5,1,0,0,1,1,9,10,0,2367
2,1269,0.386087035,0.44624533,5,1,0,0,1,1,9,10,0,2227
2,1303,0.363526445,0.43588015,5,1,0,0,1,1,9,10,0,2303
2,1327,0.33777631,0.437334849,5,1,0,0,1,1,8,10,0,2090
2,1404,0.281987087,0.420697004,4,1,0,0,1,1,8,10,0,2383
2,1269,0.384630897,0.448014662,5,1,0,0,1,1,9,10,0,2323
2,1351,0.323671009,0.429598037,4,1,0,0,1,1,8,10,0,2293
2,1265,0.39525793,0.442525031,5,1,0,0,1,1,9,10,0,2318
3,1211,0.426147594,0.458501757,6,1,0,0,1,1,9,10,0,3174
2,1266,0.23148661,0.497785142,1,1,0,0,1,1,19,8,0,2363
2,1134,0.415464418,0.475639882,4,1,0,0,1,1,17,8,0,2250
2,1146,0.401497078,0.477118065,4,1,0,0,1,1,18,8,0,2151
2,1203,0.320257033,0.486402028,3,1,0,0,1,1,18,8,0,2504
2,1138,0.408398816,0.475116523,4,1,0,0,1,1,17,8,0,2223
2,1133,0.419185121,0.473294904,4,1,0,0,1,1,17,8,0,2382
2,1140,0.407635365,0.475318637,4,1,0,0,1,1,17,8,0,2304
3,1081,0.487605567,0.463184055,5,1,0,0,1,1,17,9,0,3094
2,1137,0.41340313,0.478073033,4,1,0,0,1,1,17,8,0,2279
1,1318,0.178254942,0.514296634,1,1,0,0,1,1,20,8,0,1250
2,1024,0.1,0.633974918,1,1,0,1,0,0,60,64,0,2356
2,1924,0.417401459,0.469803913,5,1,0,1,0,1,52,44,0,2258
2,1024,0.1,0.621297477,1,1,0,1,0,0,60,64,0,2209
2,1024,0.1,0.642064136,1,1,0,1,0,0,61,64,0,2396
3,2282,0.585281407,0.435679348,6,1,0,0,0,1,51,34,0,3343
2,1574,0.258024627,0.518555927,4,1,0,1,0,0,55,52,0,2248
2,1098,0.1,0.577598801,2,1,0,1,0,0,58,64,0,2275
2,1312,0.136520156,0.55093814,3,1,0,1,0,0,56,59,0,2279
2,1819,0.370017967,0.490652962,5,1,0,1,0,1,53,46,0,2353
3,2144,0.523801453,0.452736193,6,1,0,0,0,1,52,38,0,3105
4,1415,0.9,0.1,12,1,1,0,0,2,96,8,0,3169
