maxThreads,minSpareThreads,executorTerminationTimeoutMillis,connectionTimeout,maxConnections,maxKeepAliveRequests,acceptorThreadCount,asyncTimeout,acceptCount,socketBuffer,processorCache,keepAliveTimeout,$<PERF
492.0,86.0,410.0,9735.0,36228.0,115.0,6.0,40218.0,45.0,460.0,53.0,33.0,1233.5
332.0,81.0,2099.0,3112.0,37648.0,195.0,1.0,11543.0,8.0,346.0,240.0,17.0,1232.7
345.0,7.0,4669.0,14061.0,30898.0,143.0,3.0,12115.0,8.0,302.0,197.0,23.0,1229.0
350.0,137.0,1961.0,45097.0,42592.0,57.0,7.0,14386.0,44.0,291.0,376.0,47.0,1228.5
2.0,102.0,80.0,45360.0,1623.0,157.0,8.0,22127.0,36.0,50.0,87.0,4.0,1228.2
57.0,6.0,4275.0,3982.0,35218.0,130.0,10.0,46005.0,40.0,277.0,203.0,27.0,1227.6
445.0,7.0,1512.0,32602.0,36494.0,139.0,9.0,33247.0,48.0,178.0,17.0,23.0,1227.0
242.0,101.0,6986.0,1882.0,24617.0,200.0,8.0,23597.0,10.0,360.0,102.0,5.0,1224.1
333.0,64.0,4196.0,17087.0,334.0,179.0,5.0,1148.0,45.0,432.0,233.0,47.0,1223.5
166.0,55.0,7466.0,18822.0,2409.0,150.0,10.0,19372.0,36.0,368.0,57.0,24.0,1223.4
383.0,71.0,2708.0,26188.0,25633.0,173.0,3.0,33493.0,47.0,20.0,450.0,32.0,1222.0
80.0,26.0,4891.0,49410.0,3180.0,190.0,10.0,32218.0,42.0,466.0,24.0,8.0,1221.7
337.0,76.0,793.0,9572.0,31099.0,159.0,5.0,5260.0,11.0,447.0,141.0,6.0,1221.7
23.0,33.0,5769.0,25355.0,20946.0,94.0,1.0,5589.0,49.0,185.0,385.0,29.0,1221.6
475.0,27.0,5676.0,46418.0,12093.0,61.0,4.0,20983.0,2.0,415.0,495.0,37.0,1221.2
299.0,79.0,2400.0,37846.0,17140.0,184.0,8.0,45946.0,50.0,174.0,212.0,10.0,1220.9
381.0,59.0,7842.0,35014.0,6898.0,113.0,4.0,19776.0,24.0,322.0,46.0,43.0,1220.7
354.0,36.0,7994.0,3569.0,16420.0,175.0,5.0,40545.0,7.0,109.0,153.0,6.0,1219.7
429.0,32.0,3746.0,22029.0,3926.0,172.0,7.0,38069.0,31.0,170.0,390.0,31.0,1218.0
477.0,139.0,5694.0,4388.0,21982.0,95.0,5.0,36738.0,1.0,211.0,237.0,39.0,1215.4
11.0,24.0,5914.0,35602.0,9811.0,34.0,1.0,33113.0,10.0,406.0,287.0,40.0,1215.2
219.0,125.0,4079.0,11661.0,40759.0,134.0,5.0,44073.0,10.0,426.0,243.0,25.0,1213.2
86.0,23.0,7345.0,27565.0,45844.0,115.0,9.0,35643.0,50.0,355.0,107.0,25.0,1212.6
481.0,71.0,7725.0,47643.0,32391.0,197.0,2.0,35014.0,6.0,32.0,370.0,42.0,1210.9
49.0,115.0,6902.0,49070.0,44838.0,149.0,5.0,7993.0,47.0,103.0,254.0,46.0,1208.8
307.0,125.0,6168.0,20891.0,4043.0,195.0,7.0,45453.0,21.0,140.0,489.0,12.0,1208.2
450.0,135.0,187.0,42232.0,49314.0,146.0,7.0,49172.0,34.0,452.0,406.0,49.0,1206.4
481.0,1.0,4880.0,2654.0,36607.0,72.0,5.0,39721.0,11.0,369.0,134.0,15.0,1206.3
369.0,24.0,7706.0,33485.0,23255.0,185.0,5.0,41222.0,14.0,41.0,223.0,38.0,1205.8
418.0,82.0,6754.0,3442.0,28893.0,164.0,3.0,33450.0,41.0,232.0,466.0,38.0,1205.8
442.0,48.0,1005.0,27696.0,3723.0,152.0,6.0,9339.0,17.0,233.0,87.0,33.0,1205.1
231.0,51.0,7500.0,11770.0,36562.0,90.0,4.0,4007.0,32.0,280.0,436.0,36.0,1203.9
102.0,132.0,6832.0,34394.0,40427.0,100.0,2.0,1947.0,49.0,274.0,408.0,46.0,1202.9
182.0,67.0,599.0,2384.0,13669.0,122.0,5.0,33133.0,6.0,172.0,253.0,50.0,1202.2
30.0,29.0,7248.0,15595.0,37450.0,194.0,9.0,33430.0,33.0,413.0,48.0,2.0,1201.8
34.0,53.0,1539.0,9674.0,6376.0,100.0,4.0,39223.0,3.0,124.0,467.0,12.0,1199.5
112.0,4.0,1521.0,28280.0,34579.0,131.0,6.0,22878.0,31.0,414.0,484.0,42.0,1198.9
462.0,140.0,7865.0,4472.0,13122.0,167.0,3.0,10007.0,11.0,133.0,77.0,7.0,1198.9
313.0,46.0,7439.0,39409.0,43394.0,90.0,6.0,43159.0,25.0,199.0,431.0,13.0,1198.6
197.0,114.0,2717.0,11541.0,43681.0,161.0,4.0,4032.0,39.0,377.0,461.0,14.0,1198.3
37.0,24.0,3197.0,14924.0,29056.0,127.0,5.0,47995.0,41.0,494.0,45.0,3.0,1198.2
221.0,9.0,5064.0,19137.0,34837.0,74.0,10.0,44055.0,3.0,257.0,150.0,26.0,1198.0
194.0,138.0,6579.0,18370.0,8109.0,9.0,4.0,17995.0,44.0,398.0,462.0,39.0,1196.6
254.0,94.0,6366.0,23902.0,33040.0,144.0,6.0,5198.0,46.0,3.0,143.0,49.0,1196.5
311.0,132.0,2778.0,44420.0,33316.0,97.0,5.0,32156.0,7.0,389.0,333.0,3.0,1196.5
160.0,139.0,21.0,34987.0,7387.0,144.0,5.0,3761.0,45.0,36.0,119.0,14.0,1195.3
104.0,143.0,5470.0,36443.0,29029.0,169.0,10.0,5116.0,35.0,420.0,325.0,38.0,1195.0
210.0,15.0,1729.0,29134.0,45360.0,62.0,2.0,29747.0,12.0,5.0,231.0,49.0,1194.9
53.0,147.0,3069.0,43608.0,27371.0,186.0,2.0,3249.0,4.0,495.0,228.0,10.0,1194.5
177.0,13.0,4773.0,28373.0,44131.0,4.0,7.0,28479.0,11.0,316.0,361.0,21.0,1194.3
390.0,19.0,5416.0,30619.0,30222.0,63.0,8.0,24741.0,43.0,325.0,10.0,7.0,1193.9
480.0,145.0,5965.0,26979.0,6691.0,180.0,9.0,37871.0,26.0,337.0,352.0,40.0,1193.5
237.0,81.0,7624.0,16532.0,2923.0,148.0,6.0,35040.0,21.0,110.0,20.0,26.0,1192.7
126.0,45.0,4424.0,35792.0,12695.0,163.0,6.0,6276.0,9.0,57.0,9.0,19.0,1192.0
371.0,134.0,2371.0,16072.0,13008.0,132.0,9.0,156.0,43.0,242.0,186.0,1.0,1191.9
431.0,118.0,223.0,47822.0,13047.0,60.0,8.0,5990.0,2.0,238.0,52.0,29.0,1191.6
95.0,45.0,3298.0,37340.0,49887.0,47.0,3.0,38266.0,9.0,408.0,239.0,37.0,1191.2
287.0,28.0,6842.0,14694.0,38617.0,64.0,3.0,17619.0,6.0,318.0,345.0,37.0,1190.6
238.0,73.0,6563.0,46460.0,20735.0,37.0,5.0,6626.0,15.0,438.0,488.0,15.0,1190.3
297.0,85.0,5617.0,39950.0,27354.0,75.0,10.0,16925.0,47.0,428.0,319.0,31.0,1186.9
131.0,69.0,5956.0,6523.0,39222.0,140.0,4.0,22077.0,33.0,16.0,204.0,4.0,1186.7
234.0,114.0,857.0,10177.0,20825.0,104.0,8.0,19667.0,32.0,252.0,492.0,29.0,1186.2
453.0,96.0,5390.0,47553.0,41317.0,49.0,1.0,12114.0,46.0,387.0,276.0,28.0,1185.4
213.0,142.0,7522.0,11453.0,500.0,50.0,4.0,18313.0,11.0,279.0,316.0,46.0,1185.4
118.0,56.0,3959.0,21159.0,46697.0,166.0,5.0,32765.0,17.0,241.0,442.0,18.0,1185.3
72.0,112.0,3056.0,24918.0,35039.0,177.0,5.0,13945.0,15.0,98.0,95.0,47.0,1185.3
498.0,14.0,2561.0,2111.0,49889.0,151.0,5.0,41339.0,48.0,436.0,44.0,18.0,1184.7
209.0,137.0,1426.0,13074.0,39919.0,117.0,5.0,10608.0,42.0,435.0,365.0,31.0,1184.4
175.0,18.0,5679.0,24551.0,48116.0,170.0,5.0,16012.0,37.0,214.0,18.0,14.0,1184.3
167.0,92.0,1223.0,43501.0,17258.0,35.0,1.0,13272.0,37.0,265.0,157.0,13.0,1184.1
455.0,147.0,7869.0,18015.0,18630.0,183.0,5.0,41913.0,28.0,146.0,445.0,9.0,1183.7
206.0,113.0,1460.0,22866.0,2841.0,150.0,9.0,26234.0,41.0,259.0,79.0,6.0,1183.4
147.0,120.0,6785.0,11983.0,5938.0,188.0,10.0,27816.0,30.0,10.0,496.0,24.0,1183.0
273.0,15.0,920.0,2750.0,33788.0,81.0,10.0,39042.0,20.0,49.0,179.0,5.0,1182.7
479.0,97.0,7802.0,45070.0,25659.0,41.0,10.0,9875.0,11.0,378.0,353.0,8.0,1182.7
7.0,26.0,148.0,38395.0,9606.0,186.0,3.0,43116.0,31.0,21.0,444.0,11.0,1182.6
176.0,18.0,3458.0,17003.0,26446.0,49.0,8.0,9756.0,25.0,15.0,308.0,33.0,1181.9
328.0,130.0,4150.0,47340.0,23281.0,80.0,5.0,45536.0,33.0,405.0,82.0,41.0,1180.6
334.0,38.0,6591.0,28372.0,3287.0,141.0,6.0,17396.0,43.0,179.0,368.0,40.0,1179.2
66.0,146.0,3496.0,25948.0,30248.0,196.0,4.0,6923.0,2.0,247.0,382.0,34.0,1178.7
151.0,34.0,566.0,42038.0,4848.0,116.0,6.0,9362.0,5.0,165.0,29.0,44.0,1178.0
270.0,5.0,6981.0,26413.0,5356.0,83.0,5.0,41066.0,12.0,85.0,293.0,13.0,1177.2
488.0,134.0,4105.0,49679.0,39270.0,51.0,7.0,45537.0,23.0,401.0,160.0,50.0,1177.0
207.0,74.0,3691.0,22659.0,30707.0,84.0,1.0,25131.0,6.0,202.0,19.0,49.0,1176.7
250.0,96.0,4708.0,40355.0,1730.0,154.0,4.0,43484.0,34.0,498.0,226.0,11.0,1176.6
439.0,63.0,2784.0,6664.0,45431.0,28.0,4.0,45138.0,32.0,468.0,285.0,19.0,1173.6
190.0,20.0,585.0,26356.0,40939.0,147.0,9.0,31163.0,14.0,455.0,141.0,25.0,1173.4
482.0,98.0,4693.0,3651.0,34406.0,153.0,1.0,13804.0,13.0,207.0,68.0,35.0,1173.0
446.0,40.0,3596.0,33534.0,45715.0,155.0,8.0,48590.0,48.0,93.0,22.0,21.0,1172.1
430.0,131.0,3112.0,11869.0,1056.0,178.0,9.0,30576.0,28.0,233.0,349.0,35.0,1171.1
355.0,146.0,5844.0,31044.0,11317.0,158.0,1.0,36192.0,46.0,59.0,396.0,3.0,1170.7
259.0,8.0,3436.0,12712.0,38801.0,171.0,5.0,26595.0,36.0,31.0,23.0,4.0,1170.4
129.0,41.0,28.0,49318.0,16445.0,128.0,9.0,12971.0,16.0,224.0,242.0,4.0,1170.0
411.0,113.0,3897.0,3465.0,32754.0,187.0,3.0,34357.0,19.0,373.0,439.0,9.0,1169.7
14.0,122.0,3291.0,43403.0,38691.0,82.0,7.0,22785.0,19.0,344.0,180.0,17.0,1169.3
196.0,119.0,3573.0,40760.0,23410.0,132.0,1.0,10940.0,1.0,329.0,175.0,34.0,1168.4
41.0,115.0,2017.0,31710.0,43095.0,42.0,5.0,34694.0,46.0,364.0,406.0,3.0,1168.2
236.0,128.0,1923.0,48785.0,48018.0,116.0,9.0,35500.0,10.0,172.0,108.0,40.0,1167.4
500.0,106.0,5375.0,368.0,1863.0,177.0,9.0,15176.0,41.0,376.0,224.0,33.0,1167.3
183.0,49.0,5477.0,24863.0,386.0,123.0,2.0,46100.0,20.0,154.0,322.0,8.0,1166.7
403.0,119.0,4919.0,1829.0,45204.0,196.0,4.0,28960.0,34.0,482.0,138.0,9.0,1166.2
415.0,121.0,5855.0,24876.0,14870.0,30.0,5.0,33056.0,46.0,256.0,137.0,18.0,1166.2
127.0,65.0,7210.0,26821.0,46549.0,193.0,6.0,16731.0,6.0,297.0,296.0,10.0,1165.8
473.0,138.0,1320.0,28292.0,17230.0,174.0,5.0,24190.0,20.0,212.0,21.0,19.0,1165.6
239.0,64.0,6670.0,35918.0,8950.0,135.0,3.0,5047.0,12.0,90.0,1.0,18.0,1165.1
201.0,148.0,5112.0,19293.0,23713.0,181.0,5.0,5131.0,43.0,89.0,468.0,50.0,1165.1
91.0,105.0,5456.0,10098.0,1733.0,81.0,10.0,19592.0,18.0,286.0,487.0,26.0,1165.0
428.0,11.0,6849.0,15470.0,47727.0,82.0,8.0,29040.0,50.0,254.0,373.0,43.0,1165.0
75.0,79.0,1432.0,18494.0,8860.0,57.0,3.0,4901.0,36.0,128.0,298.0,4.0,1164.7
440.0,6.0,6607.0,3635.0,40846.0,67.0,10.0,9372.0,16.0,26.0,124.0,1.0,1163.9
100.0,35.0,5358.0,37642.0,40801.0,165.0,5.0,14750.0,36.0,31.0,169.0,2.0,1162.8
269.0,24.0,7270.0,14109.0,16321.0,21.0,10.0,34812.0,5.0,27.0,194.0,2.0,1162.4
150.0,111.0,1719.0,33325.0,2681.0,160.0,4.0,13723.0,42.0,357.0,115.0,20.0,1162.1
472.0,82.0,2206.0,19633.0,38571.0,96.0,7.0,27726.0,1.0,438.0,93.0,13.0,1161.2
28.0,93.0,6625.0,40889.0,17818.0,15.0,5.0,19307.0,3.0,251.0,433.0,45.0,1161.0
137.0,110.0,2330.0,15228.0,15446.0,41.0,6.0,41619.0,23.0,51.0,419.0,16.0,1160.9
260.0,116.0,3895.0,34752.0,40876.0,38.0,9.0,2345.0,26.0,333.0,279.0,21.0,1160.8
181.0,69.0,4666.0,9828.0,8463.0,12.0,9.0,38039.0,41.0,143.0,262.0,6.0,1160.4
212.0,83.0,4140.0,26128.0,11531.0,130.0,9.0,41461.0,23.0,461.0,323.0,6.0,1160.0
261.0,28.0,3913.0,893.0,24007.0,166.0,3.0,3433.0,2.0,155.0,125.0,22.0,1157.8
76.0,129.0,773.0,48665.0,42504.0,119.0,9.0,32798.0,24.0,158.0,400.0,6.0,1156.7
308.0,99.0,626.0,49568.0,20501.0,44.0,9.0,31871.0,6.0,58.0,434.0,3.0,1156.5
387.0,117.0,7962.0,22050.0,27945.0,76.0,3.0,32520.0,37.0,500.0,92.0,32.0,1153.8
101.0,143.0,2123.0,44660.0,10828.0,136.0,7.0,18439.0,22.0,350.0,334.0,31.0,1153.5
324.0,53.0,5243.0,23424.0,24401.0,112.0,4.0,19035.0,22.0,457.0,440.0,11.0,1153.1
422.0,23.0,1101.0,25444.0,49620.0,56.0,5.0,40065.0,50.0,246.0,60.0,49.0,1152.5
164.0,22.0,6977.0,38760.0,21791.0,108.0,5.0,41787.0,25.0,231.0,363.0,30.0,1152.3
55.0,89.0,278.0,44198.0,5519.0,192.0,4.0,29553.0,7.0,427.0,244.0,18.0,1151.8
490.0,76.0,6556.0,19404.0,6063.0,53.0,5.0,17795.0,29.0,330.0,271.0,23.0,1148.0
112.0,12.0,1053.0,38975.0,27760.0,111.0,5.0,44408.0,14.0,221.0,98.0,28.0,1147.8
317.0,22.0,6680.0,45284.0,35524.0,129.0,6.0,32505.0,13.0,12.0,301.0,22.0,1146.8
325.0,3.0,2067.0,37663.0,8098.0,3.0,7.0,12226.0,19.0,56.0,104.0,9.0,1146.5
152.0,72.0,2584.0,44562.0,32313.0,135.0,8.0,17710.0,5.0,82.0,50.0,2.0,1145.5
20.0,107.0,7175.0,19502.0,48419.0,86.0,5.0,40718.0,20.0,245.0,457.0,8.0,1144.8
283.0,16.0,802.0,34615.0,32247.0,14.0,5.0,15291.0,12.0,487.0,59.0,32.0,1144.8
82.0,33.0,2298.0,45932.0,33529.0,167.0,5.0,7968.0,39.0,86.0,329.0,22.0,1144.6
128.0,91.0,3574.0,37728.0,12197.0,12.0,10.0,21929.0,38.0,213.0,416.0,48.0,1144.3
323.0,124.0,6669.0,2780.0,42966.0,142.0,5.0,35870.0,46.0,229.0,251.0,18.0,1144.0
225.0,52.0,1953.0,2816.0,35529.0,87.0,1.0,7273.0,47.0,263.0,117.0,20.0,1143.5
370.0,37.0,3520.0,18755.0,6996.0,48.0,9.0,2271.0,36.0,142.0,478.0,49.0,1141.4
54.0,108.0,3622.0,26409.0,16229.0,109.0,4.0,33551.0,20.0,95.0,62.0,36.0,1140.9
43.0,51.0,6537.0,32772.0,24481.0,75.0,10.0,16812.0,18.0,39.0,152.0,48.0,1140.8
108.0,135.0,4260.0,30253.0,26748.0,65.0,1.0,38973.0,16.0,195.0,113.0,14.0,1140.8
394.0,87.0,2164.0,4510.0,23263.0,68.0,3.0,42992.0,34.0,351.0,199.0,2.0,1140.0
215.0,25.0,4670.0,18246.0,20097.0,165.0,4.0,44261.0,48.0,499.0,411.0,6.0,1139.6
340.0,136.0,4291.0,27604.0,17057.0,152.0,7.0,15367.0,23.0,22.0,342.0,35.0,1139.5
136.0,44.0,4188.0,11339.0,33512.0,46.0,4.0,17251.0,33.0,454.0,120.0,27.0,1139.3
301.0,37.0,4402.0,44459.0,10535.0,66.0,3.0,39051.0,39.0,127.0,415.0,14.0,1139.1
264.0,118.0,2034.0,8932.0,35350.0,50.0,2.0,29467.0,37.0,87.0,364.0,32.0,1139.0
379.0,50.0,1360.0,20625.0,414.0,54.0,9.0,6805.0,37.0,266.0,336.0,29.0,1138.4
485.0,57.0,4515.0,5585.0,39289.0,9.0,5.0,33958.0,31.0,188.0,14.0,43.0,1137.9
105.0,27.0,1055.0,26858.0,759.0,59.0,5.0,24733.0,21.0,223.0,310.0,17.0,1136.8
73.0,121.0,2830.0,9688.0,30421.0,29.0,2.0,39744.0,14.0,43.0,158.0,49.0,1136.2
310.0,103.0,2767.0,10112.0,41836.0,74.0,5.0,24624.0,28.0,283.0,348.0,27.0,1134.2
241.0,95.0,5982.0,18130.0,8297.0,80.0,10.0,9823.0,9.0,248.0,403.0,40.0,1133.8
202.0,70.0,7711.0,12012.0,14668.0,122.0,7.0,6683.0,3.0,72.0,238.0,13.0,1133.3
162.0,43.0,3274.0,11790.0,3584.0,40.0,9.0,34841.0,26.0,236.0,116.0,19.0,1133.0
45.0,130.0,1332.0,2220.0,11378.0,160.0,10.0,48041.0,28.0,379.0,94.0,2.0,1132.4
84.0,133.0,6129.0,49611.0,9519.0,44.0,4.0,47514.0,11.0,116.0,274.0,12.0,1132.1
79.0,47.0,4491.0,30410.0,29829.0,133.0,5.0,16655.0,44.0,385.0,455.0,48.0,1131.1
192.0,11.0,2578.0,5711.0,35947.0,23.0,10.0,45693.0,4.0,411.0,278.0,17.0,1130.8
62.0,95.0,4100.0,27119.0,16411.0,198.0,1.0,49180.0,41.0,290.0,295.0,6.0,1130.8
402.0,102.0,577.0,48723.0,37856.0,78.0,10.0,47957.0,27.0,27.0,85.0,19.0,1130.5
391.0,123.0,7577.0,22242.0,35006.0,25.0,5.0,29062.0,36.0,366.0,193.0,41.0,1129.9
398.0,43.0,6418.0,18457.0,219.0,178.0,5.0,45963.0,9.0,34.0,217.0,45.0,1127.5
156.0,150.0,4725.0,741.0,32493.0,43.0,3.0,26071.0,35.0,476.0,398.0,49.0,1127.4
286.0,129.0,559.0,18425.0,15495.0,18.0,2.0,7070.0,6.0,168.0,111.0,24.0,1127.0
214.0,150.0,4959.0,20636.0,23894.0,23.0,9.0,28467.0,41.0,40.0,482.0,48.0,1126.4
97.0,91.0,926.0,31983.0,15362.0,92.0,4.0,42861.0,10.0,477.0,410.0,50.0,1126.1
140.0,115.0,4167.0,35812.0,3816.0,52.0,7.0,12487.0,49.0,396.0,101.0,21.0,1125.6
12.0,46.0,5758.0,42691.0,24719.0,6.0,2.0,28693.0,35.0,6.0,172.0,16.0,1125.0
384.0,104.0,158.0,25670.0,2637.0,71.0,1.0,4891.0,39.0,412.0,335.0,44.0,1123.8
179.0,77.0,5214.0,39829.0,5950.0,48.0,9.0,28328.0,18.0,490.0,26.0,15.0,1123.8
223.0,54.0,1986.0,1501.0,33501.0,69.0,5.0,20127.0,38.0,305.0,425.0,11.0,1123.5
379.0,35.0,2159.0,36367.0,34020.0,120.0,5.0,36243.0,28.0,451.0,130.0,19.0,1122.8
444.0,56.0,1114.0,39656.0,27703.0,68.0,5.0,37102.0,44.0,319.0,75.0,36.0,1122.5
392.0,22.0,932.0,18702.0,15416.0,153.0,9.0,44215.0,45.0,151.0,67.0,45.0,1122.0
414.0,103.0,3854.0,5287.0,37700.0,94.0,5.0,43725.0,16.0,203.0,389.0,4.0,1121.8
385.0,88.0,2820.0,40512.0,29306.0,79.0,1.0,9340.0,42.0,209.0,247.0,19.0,1121.1
134.0,97.0,947.0,13526.0,15926.0,138.0,5.0,10636.0,36.0,337.0,126.0,25.0,1120.2
316.0,100.0,2806.0,22658.0,20767.0,11.0,9.0,23643.0,38.0,335.0,311.0,7.0,1119.7
253.0,2.0,5359.0,7662.0,23429.0,104.0,5.0,21059.0,35.0,1.0,144.0,3.0,1118.7
257.0,90.0,396.0,38800.0,25680.0,101.0,9.0,31055.0,11.0,270.0,282.0,19.0,1118.1
241.0,68.0,4112.0,47530.0,37401.0,119.0,10.0,49964.0,18.0,294.0,258.0,28.0,1117.9
123.0,83.0,7424.0,14532.0,20497.0,182.0,8.0,37911.0,8.0,130.0,465.0,46.0,1116.3
339.0,87.0,2692.0,2504.0,39170.0,14.0,10.0,44503.0,27.0,388.0,381.0,10.0,1115.8
393.0,76.0,4578.0,49855.0,10177.0,45.0,5.0,48939.0,46.0,441.0,235.0,39.0,1114.8
19.0,25.0,4293.0,13260.0,26248.0,181.0,5.0,14142.0,34.0,304.0,123.0,49.0,1114.5
51.0,142.0,4762.0,26439.0,9139.0,191.0,7.0,32930.0,4.0,8.0,230.0,10.0,1114.2
295.0,32.0,3998.0,11106.0,42533.0,169.0,4.0,47174.0,49.0,54.0,383.0,29.0,1114.1
17.0,90.0,2181.0,17052.0,12513.0,32.0,6.0,24300.0,5.0,464.0,270.0,30.0,1114.1
195.0,94.0,2469.0,7328.0,20253.0,19.0,1.0,32110.0,27.0,336.0,155.0,41.0,1114.0
305.0,121.0,1556.0,4387.0,23203.0,32.0,10.0,7290.0,49.0,475.0,37.0,48.0,1112.8
27.0,112.0,2160.0,3813.0,29830.0,22.0,3.0,27655.0,25.0,186.0,236.0,44.0,1112.3
169.0,136.0,7603.0,9843.0,47582.0,4.0,2.0,45737.0,13.0,222.0,7.0,1.0,1112.0
153.0,96.0,5304.0,24676.0,37286.0,31.0,10.0,12419.0,38.0,465.0,395.0,49.0,1110.2
416.0,140.0,3660.0,17636.0,2371.0,11.0,2.0,28187.0,7.0,467.0,16.0,36.0,1109.8
389.0,127.0,5155.0,13030.0,42865.0,8.0,5.0,17124.0,47.0,115.0,173.0,8.0,1106.9
87.0,40.0,2216.0,43487.0,49273.0,185.0,3.0,6625.0,15.0,386.0,40.0,7.0,1106.1
141.0,133.0,1599.0,11998.0,16272.0,107.0,5.0,43168.0,8.0,267.0,195.0,23.0,1105.6
298.0,84.0,5864.0,49501.0,16920.0,13.0,7.0,7713.0,3.0,190.0,96.0,34.0,1105.5
217.0,80.0,7298.0,14116.0,49003.0,10.0,4.0,43291.0,1.0,320.0,147.0,17.0,1103.9
456.0,29.0,2257.0,40024.0,18012.0,110.0,8.0,5557.0,4.0,162.0,259.0,24.0,1103.9
161.0,122.0,3561.0,25956.0,31678.0,145.0,8.0,8580.0,22.0,102.0,257.0,50.0,1101.4
288.0,42.0,2797.0,6160.0,34673.0,190.0,7.0,15556.0,19.0,352.0,109.0,30.0,1099.4
40.0,121.0,7046.0,9954.0,20281.0,31.0,6.0,44578.0,37.0,243.0,456.0,19.0,1099.4
35.0,31.0,4636.0,1701.0,5978.0,16.0,2.0,10104.0,45.0,191.0,296.0,37.0,1098.9
423.0,40.0,6869.0,148.0,37173.0,33.0,2.0,8241.0,4.0,48.0,486.0,10.0,1097.8
494.0,131.0,4929.0,13231.0,49256.0,24.0,5.0,2106.0,30.0,470.0,100.0,30.0,1097.7
349.0,140.0,4612.0,18270.0,27611.0,155.0,5.0,1691.0,13.0,381.0,414.0,5.0,1096.4
408.0,68.0,1502.0,13533.0,8284.0,71.0,5.0,26999.0,38.0,181.0,438.0,20.0,1096.0
271.0,106.0,6794.0,49271.0,32460.0,7.0,5.0,16453.0,34.0,13.0,198.0,38.0,1095.4
405.0,38.0,7933.0,31335.0,25466.0,109.0,4.0,42023.0,9.0,166.0,476.0,6.0,1094.0
168.0,126.0,4658.0,37585.0,19163.0,36.0,2.0,5064.0,32.0,125.0,347.0,18.0,1093.4
155.0,120.0,903.0,13306.0,26827.0,125.0,5.0,9640.0,25.0,365.0,227.0,26.0,1093.3
327.0,61.0,4029.0,26921.0,25738.0,19.0,5.0,16236.0,48.0,144.0,375.0,31.0,1093.1
475.0,40.0,5389.0,43487.0,35565.0,143.0,3.0,25400.0,2.0,386.0,377.0,7.0,1093.0
284.0,109.0,4927.0,43692.0,48021.0,61.0,5.0,22786.0,29.0,276.0,8.0,47.0,1092.3
424.0,72.0,5310.0,31210.0,6275.0,17.0,6.0,49720.0,33.0,390.0,161.0,30.0,1091.5
407.0,133.0,6946.0,5005.0,9912.0,200.0,4.0,21033.0,2.0,60.0,214.0,12.0,1091.2
274.0,104.0,6586.0,17014.0,23134.0,99.0,2.0,11580.0,19.0,164.0,473.0,15.0,1088.5
468.0,42.0,4770.0,11433.0,30257.0,55.0,4.0,3046.0,17.0,250.0,284.0,5.0,1085.3
128.0,136.0,7031.0,44481.0,47012.0,4.0,2.0,45131.0,13.0,274.0,181.0,1.0,1084.1
282.0,144.0,41.0,12488.0,30114.0,126.0,2.0,25667.0,16.0,249.0,97.0,2.0,1083.2
174.0,21.0,4967.0,24799.0,25472.0,58.0,6.0,1076.0,2.0,175.0,205.0,22.0,1083.1
483.0,73.0,5241.0,47680.0,47808.0,85.0,5.0,34098.0,40.0,347.0,413.0,18.0,1080.8
208.0,62.0,2083.0,17056.0,18491.0,1.0,5.0,49540.0,29.0,499.0,475.0,34.0,1080.1
251.0,16.0,4808.0,29229.0,10987.0,1.0,4.0,10710.0,12.0,29.0,31.0,12.0,1079.9
239.0,140.0,6942.0,16114.0,13062.0,166.0,7.0,48487.0,2.0,197.0,286.0,35.0,1078.4
130.0,87.0,1013.0,10540.0,6591.0,73.0,5.0,39481.0,13.0,112.0,145.0,26.0,1077.5
113.0,30.0,5647.0,14516.0,5210.0,65.0,5.0,49251.0,21.0,184.0,441.0,34.0,1077.5
388.0,88.0,1721.0,8260.0,32594.0,171.0,6.0,1831.0,30.0,122.0,321.0,12.0,1077.0
224.0,116.0,2503.0,48347.0,12997.0,96.0,1.0,16007.0,1.0,374.0,387.0,13.0,1075.3
106.0,39.0,4018.0,38020.0,19998.0,20.0,8.0,27006.0,5.0,457.0,324.0,2.0,1070.0
94.0,141.0,5024.0,5638.0,38633.0,89.0,5.0,28725.0,15.0,139.0,45.0,47.0,1067.9
222.0,22.0,862.0,12614.0,16156.0,176.0,3.0,20787.0,6.0,171.0,167.0,20.0,1067.3
170.0,89.0,7585.0,258.0,42690.0,70.0,5.0,32951.0,15.0,107.0,255.0,45.0,1064.8
58.0,66.0,2120.0,25383.0,25387.0,114.0,5.0,22970.0,43.0,383.0,81.0,7.0,1064.5
193.0,58.0,3690.0,29400.0,5316.0,199.0,8.0,32830.0,16.0,84.0,455.0,27.0,1063.3
240.0,149.0,3041.0,3462.0,45702.0,124.0,5.0,22529.0,34.0,80.0,443.0,35.0,1059.9
103.0,111.0,2276.0,4334.0,22106.0,189.0,1.0,42680.0,27.0,310.0,426.0,1.0,1057.1
404.0,61.0,4032.0,37596.0,21957.0,102.0,9.0,24280.0,42.0,17.0,328.0,28.0,1057.0
186.0,127.0,4335.0,47316.0,36331.0,1.0,4.0,2659.0,46.0,439.0,72.0,37.0,1055.3
111.0,9.0,1800.0,23804.0,29436.0,157.0,5.0,27265.0,29.0,421.0,302.0,44.0,1053.1
