maxThreads,minSpareThreads,executorTerminationTimeoutMillis,connectionTimeout,maxConnections,maxKeepAliveRequests,acceptorThreadCount,asyncTimeout,acceptCount,socketBuffer,processorCache,keepAliveTimeout,$<PERF
414.0,29.0,6919.0,2749.0,8140.0,129.0,9.0,9399.0,36.0,196.0,197.0,31.0,1118.6
116.0,43.0,6095.0,20894.0,23132.0,114.0,3.0,40100.0,47.0,133.0,56.0,7.0,1081.5
325.0,30.0,1346.0,11616.0,1867.0,91.0,6.0,25916.0,37.0,303.0,304.0,45.0,1114.6
461.0,33.0,4097.0,35317.0,35927.0,176.0,9.0,28123.0,34.0,114.0,37.0,22.0,1198.9
431.0,32.0,4244.0,44720.0,7986.0,97.0,9.0,1001.0,40.0,220.0,129.0,10.0,1144.2
344.0,27.0,7529.0,7639.0,26562.0,103.0,3.0,42183.0,37.0,144.0,477.0,18.0,1094.8
19.0,6.0,1279.0,21683.0,22837.0,155.0,9.0,7868.0,1.0,489.0,17.0,22.0,1202.1
209.0,29.0,2076.0,30645.0,12219.0,36.0,4.0,47039.0,19.0,106.0,175.0,1.0,1166.7
105.0,17.0,3989.0,33029.0,29511.0,169.0,6.0,40197.0,49.0,368.0,300.0,6.0,1243.9
413.0,39.0,5564.0,857.0,41316.0,129.0,6.0,41250.0,33.0,77.0,223.0,1.0,1138.0
175.0,34.0,2301.0,29636.0,14665.0,83.0,4.0,3940.0,14.0,445.0,56.0,1.0,1175.6
315.0,27.0,3826.0,36561.0,43678.0,96.0,5.0,2663.0,18.0,342.0,448.0,33.0,1112.5
483.0,22.0,5771.0,15789.0,46667.0,86.0,3.0,2636.0,45.0,71.0,220.0,42.0,1137.9
78.0,31.0,7619.0,22091.0,46400.0,130.0,2.0,36441.0,46.0,44.0,224.0,46.0,1184.3
235.0,19.0,1537.0,44196.0,1009.0,135.0,5.0,17098.0,23.0,492.0,44.0,16.0,1213.7
495.0,48.0,6755.0,43269.0,25529.0,118.0,4.0,3286.0,40.0,248.0,321.0,39.0,1160.4
273.0,23.0,942.0,29789.0,35893.0,100.0,1.0,2760.0,11.0,495.0,140.0,6.0,1187.5
234.0,13.0,1992.0,42864.0,26480.0,16.0,6.0,993.0,5.0,209.0,323.0,8.0,1213.7
187.0,16.0,4505.0,35739.0,660.0,7.0,4.0,44662.0,27.0,288.0,115.0,3.0,1049.4
248.0,38.0,6068.0,38873.0,12822.0,182.0,10.0,25624.0,13.0,307.0,489.0,30.0,1025.9
57.0,37.0,3609.0,20699.0,11706.0,160.0,1.0,4525.0,25.0,200.0,79.0,8.0,1197.9
66.0,33.0,723.0,43238.0,12289.0,109.0,8.0,41954.0,25.0,309.0,282.0,43.0,1148.4
409.0,19.0,6938.0,16561.0,15307.0,175.0,6.0,43250.0,16.0,274.0,429.0,27.0,1126.4
98.0,31.0,7746.0,32912.0,25659.0,163.0,4.0,36391.0,48.0,352.0,322.0,20.0,1147.7
395.0,3.0,2868.0,21593.0,47378.0,96.0,8.0,31382.0,49.0,467.0,168.0,8.0,1045.0
270.0,14.0,2105.0,41701.0,16128.0,88.0,7.0,18476.0,7.0,75.0,326.0,49.0,1059.7
31.0,29.0,4113.0,13156.0,40097.0,6.0,2.0,42954.0,13.0,77.0,83.0,5.0,1086.5
310.0,47.0,7883.0,17141.0,16738.0,73.0,9.0,43717.0,16.0,169.0,359.0,16.0,1101.6
372.0,33.0,4763.0,41096.0,6735.0,176.0,2.0,13377.0,39.0,67.0,48.0,6.0,1198.2
76.0,40.0,100.0,15659.0,48341.0,108.0,5.0,13868.0,12.0,469.0,251.0,33.0,1120.3
479.0,41.0,6136.0,48973.0,13003.0,35.0,6.0,6129.0,49.0,84.0,390.0,16.0,1176.6
485.0,36.0,2984.0,47080.0,7156.0,4.0,2.0,49358.0,9.0,231.0,423.0,37.0,1093.7
65.0,6.0,2839.0,48682.0,6524.0,14.0,7.0,37983.0,23.0,258.0,367.0,25.0,1111.9
199.0,27.0,903.0,15305.0,45127.0,99.0,10.0,21802.0,38.0,146.0,199.0,13.0,1236.9
63.0,40.0,6925.0,7550.0,45277.0,9.0,4.0,9361.0,34.0,363.0,315.0,50.0,1017.7
87.0,9.0,4446.0,26370.0,46469.0,89.0,9.0,4855.0,7.0,314.0,292.0,31.0,1214.6
350.0,20.0,1324.0,4.0,44731.0,165.0,10.0,12190.0,6.0,496.0,142.0,49.0,1201.8
461.0,15.0,802.0,3116.0,33452.0,184.0,2.0,18822.0,5.0,97.0,145.0,40.0,1127.0
196.0,7.0,1741.0,26623.0,39736.0,165.0,2.0,49516.0,23.0,234.0,241.0,33.0,1194.2
27.0,27.0,2293.0,33097.0,24005.0,121.0,6.0,44287.0,13.0,369.0,318.0,35.0,1150.4
323.0,3.0,5930.0,5812.0,39916.0,180.0,5.0,44914.0,3.0,233.0,250.0,46.0,1218.2
184.0,45.0,6545.0,25729.0,41468.0,24.0,6.0,20856.0,29.0,488.0,288.0,38.0,1076.0
9.0,5.0,5320.0,30162.0,1512.0,6.0,8.0,42461.0,18.0,397.0,344.0,4.0,1123.0
390.0,5.0,5038.0,37931.0,21036.0,58.0,2.0,28486.0,41.0,491.0,137.0,22.0,1065.3
84.0,35.0,560.0,10891.0,15776.0,162.0,3.0,32741.0,27.0,297.0,284.0,49.0,988.2
472.0,22.0,3457.0,13573.0,11936.0,73.0,1.0,39875.0,8.0,31.0,435.0,25.0,1138.2
471.0,44.0,5714.0,45129.0,42894.0,199.0,5.0,28877.0,27.0,436.0,29.0,6.0,1181.8
438.0,21.0,6560.0,1279.0,38394.0,187.0,3.0,15387.0,49.0,406.0,448.0,47.0,1210.1
158.0,31.0,6382.0,29218.0,38414.0,127.0,6.0,36794.0,46.0,427.0,393.0,4.0,1141.9
359.0,11.0,3742.0,48964.0,11027.0,72.0,5.0,22129.0,25.0,72.0,446.0,5.0,1205.0
129.0,21.0,1279.0,29774.0,38894.0,60.0,9.0,10892.0,30.0,29.0,128.0,10.0,1154.1
305.0,42.0,2893.0,13322.0,28255.0,126.0,3.0,6085.0,26.0,107.0,243.0,24.0,1172.2
104.0,36.0,1069.0,18414.0,46042.0,131.0,8.0,9244.0,47.0,110.0,137.0,40.0,1224.0
230.0,43.0,4375.0,45553.0,11360.0,200.0,2.0,20356.0,27.0,11.0,249.0,46.0,1067.1
310.0,6.0,1687.0,18283.0,24788.0,187.0,8.0,15300.0,4.0,172.0,51.0,24.0,1067.7
18.0,9.0,3765.0,2030.0,13998.0,10.0,3.0,46156.0,1.0,133.0,330.0,40.0,1139.6
20.0,2.0,7214.0,5160.0,4146.0,13.0,2.0,7306.0,5.0,420.0,398.0,35.0,1182.6
292.0,30.0,4719.0,4684.0,27254.0,194.0,8.0,25621.0,32.0,18.0,87.0,40.0,1116.6
53.0,12.0,4550.0,29654.0,28656.0,62.0,4.0,6137.0,1.0,170.0,127.0,9.0,999.2
16.0,44.0,5940.0,17585.0,7894.0,4.0,2.0,43020.0,7.0,160.0,66.0,22.0,1054.4
356.0,28.0,2078.0,49248.0,49623.0,76.0,4.0,17797.0,2.0,64.0,325.0,10.0,1107.1
441.0,21.0,6667.0,756.0,13257.0,119.0,8.0,42920.0,31.0,22.0,175.0,43.0,1116.7
315.0,9.0,2354.0,23078.0,10314.0,69.0,9.0,36433.0,13.0,292.0,80.0,15.0,1207.1
405.0,33.0,545.0,6628.0,22988.0,157.0,9.0,12886.0,39.0,243.0,176.0,1.0,1184.4
74.0,29.0,7564.0,9344.0,45682.0,48.0,10.0,17362.0,6.0,447.0,266.0,33.0,1091.7
169.0,15.0,1674.0,5153.0,2644.0,147.0,8.0,23056.0,40.0,215.0,298.0,37.0,1092.4
114.0,7.0,4423.0,25547.0,12533.0,101.0,4.0,4357.0,49.0,53.0,268.0,47.0,1218.6
461.0,15.0,4592.0,48462.0,47428.0,102.0,1.0,3702.0,45.0,469.0,480.0,19.0,1266.5
436.0,16.0,2374.0,12302.0,39743.0,19.0,8.0,22351.0,38.0,475.0,480.0,28.0,1044.3
107.0,21.0,3067.0,44203.0,5875.0,108.0,8.0,10797.0,18.0,434.0,375.0,29.0,1177.6
68.0,18.0,2661.0,5421.0,18626.0,27.0,2.0,20461.0,45.0,95.0,47.0,1.0,1065.5
482.0,42.0,3709.0,6346.0,46854.0,64.0,10.0,4063.0,6.0,123.0,319.0,7.0,1072.2
472.0,28.0,1547.0,31733.0,38280.0,2.0,4.0,20168.0,4.0,493.0,247.0,4.0,917.6
321.0,34.0,3003.0,40259.0,48972.0,120.0,5.0,25254.0,21.0,128.0,379.0,19.0,1117.7
238.0,22.0,4839.0,12572.0,20141.0,160.0,7.0,38646.0,26.0,340.0,9.0,12.0,1144.6
171.0,6.0,2248.0,22622.0,35080.0,186.0,7.0,38065.0,30.0,274.0,296.0,48.0,1157.9
292.0,11.0,645.0,9813.0,6081.0,76.0,2.0,7749.0,48.0,430.0,77.0,10.0,1086.6
296.0,33.0,2974.0,33555.0,11716.0,47.0,9.0,45389.0,48.0,382.0,254.0,24.0,1095.3
179.0,2.0,4932.0,32745.0,39402.0,135.0,4.0,22578.0,15.0,179.0,400.0,9.0,1089.8
420.0,22.0,2630.0,9401.0,38862.0,93.0,8.0,19194.0,49.0,488.0,91.0,37.0,1144.0
451.0,3.0,2033.0,17818.0,33251.0,175.0,7.0,6449.0,41.0,253.0,82.0,42.0,1255.7
266.0,32.0,2525.0,9635.0,8739.0,61.0,6.0,8748.0,48.0,384.0,58.0,44.0,1198.5
87.0,2.0,1826.0,32000.0,27756.0,107.0,4.0,2535.0,34.0,107.0,32.0,12.0,1285.3
376.0,14.0,4808.0,3742.0,46138.0,52.0,1.0,49348.0,24.0,153.0,208.0,21.0,1185.3
371.0,22.0,727.0,33371.0,839.0,23.0,6.0,15281.0,25.0,165.0,201.0,4.0,1065.2
317.0,36.0,5205.0,8450.0,20453.0,178.0,7.0,29626.0,24.0,286.0,283.0,8.0,1088.4
70.0,47.0,5011.0,19874.0,8364.0,55.0,7.0,41605.0,18.0,245.0,294.0,30.0,1228.4
193.0,22.0,2789.0,27000.0,12324.0,52.0,5.0,21035.0,43.0,232.0,410.0,38.0,1176.2
66.0,20.0,3351.0,32892.0,37925.0,180.0,6.0,20237.0,17.0,252.0,251.0,48.0,1150.7
465.0,44.0,7431.0,45770.0,1622.0,71.0,9.0,21822.0,45.0,124.0,377.0,3.0,1098.5
142.0,22.0,912.0,43924.0,13889.0,43.0,7.0,33795.0,2.0,316.0,303.0,3.0,1195.9
215.0,49.0,5610.0,9544.0,40572.0,164.0,10.0,19936.0,30.0,160.0,464.0,15.0,1075.6
91.0,18.0,2015.0,26729.0,19024.0,22.0,9.0,24743.0,7.0,121.0,486.0,38.0,1212.4
54.0,4.0,6144.0,7788.0,2654.0,59.0,10.0,22375.0,39.0,450.0,242.0,27.0,1130.7
387.0,24.0,4512.0,47476.0,30186.0,41.0,1.0,43375.0,24.0,250.0,227.0,30.0,1219.4
291.0,20.0,3850.0,45104.0,12444.0,80.0,7.0,41605.0,10.0,36.0,156.0,44.0,1113.5
449.0,23.0,972.0,47475.0,39106.0,3.0,9.0,37054.0,38.0,500.0,23.0,23.0,1093.1
77.0,2.0,4052.0,48503.0,19183.0,190.0,4.0,6033.0,38.0,488.0,71.0,49.0,1164.1
215.0,2.0,3690.0,227.0,43791.0,41.0,4.0,11136.0,26.0,150.0,208.0,2.0,1057.9
245.0,48.0,3516.0,31377.0,25827.0,17.0,9.0,14499.0,22.0,321.0,88.0,10.0,1161.4
7.0,9.0,6279.0,6540.0,28536.0,159.0,8.0,42146.0,12.0,223.0,264.0,18.0,1127.6
404.0,24.0,3494.0,3666.0,27821.0,199.0,7.0,22621.0,29.0,153.0,110.0,24.0,1228.2
451.0,8.0,1885.0,44184.0,24885.0,195.0,3.0,42013.0,40.0,216.0,154.0,11.0,1134.2
138.0,31.0,718.0,26097.0,46020.0,8.0,10.0,43440.0,15.0,265.0,231.0,8.0,1060.3
287.0,45.0,4062.0,11887.0,46940.0,103.0,8.0,19273.0,27.0,189.0,333.0,49.0,1202.4
360.0,1.0,7864.0,48025.0,39076.0,16.0,9.0,29489.0,36.0,500.0,499.0,43.0,1111.4
291.0,18.0,4695.0,19126.0,22292.0,185.0,4.0,13422.0,22.0,492.0,482.0,19.0,1132.1
13.0,29.0,360.0,46960.0,40931.0,32.0,8.0,30730.0,32.0,337.0,85.0,9.0,1185.1
40.0,5.0,7851.0,16488.0,10009.0,108.0,2.0,7272.0,6.0,155.0,249.0,3.0,1255.2
188.0,50.0,4143.0,6742.0,42297.0,41.0,7.0,41142.0,38.0,117.0,470.0,46.0,1108.6
85.0,11.0,381.0,40114.0,18095.0,41.0,6.0,34047.0,24.0,139.0,352.0,3.0,1199.0
337.0,5.0,4203.0,17115.0,21459.0,108.0,1.0,16397.0,31.0,359.0,413.0,38.0,1238.9
177.0,18.0,4642.0,20488.0,25759.0,18.0,9.0,10492.0,47.0,467.0,276.0,27.0,1280.2
108.0,23.0,2450.0,12686.0,48823.0,32.0,10.0,26158.0,44.0,314.0,433.0,17.0,1163.7
459.0,6.0,7730.0,37043.0,48573.0,8.0,2.0,44077.0,13.0,256.0,468.0,34.0,1151.3
424.0,20.0,4197.0,26632.0,22579.0,167.0,1.0,14798.0,31.0,142.0,197.0,37.0,972.2
498.0,39.0,7871.0,24272.0,26111.0,183.0,9.0,12885.0,39.0,398.0,378.0,32.0,1127.0
474.0,37.0,7014.0,4885.0,8368.0,7.0,8.0,40355.0,14.0,91.0,258.0,10.0,1040.3
432.0,35.0,1516.0,44052.0,32285.0,97.0,7.0,40977.0,1.0,490.0,159.0,49.0,1158.9
401.0,16.0,2009.0,25776.0,29306.0,128.0,3.0,49451.0,6.0,405.0,240.0,40.0,1102.8
177.0,21.0,6265.0,43133.0,41516.0,138.0,6.0,38762.0,43.0,405.0,328.0,43.0,1207.6
45.0,37.0,6605.0,44756.0,22824.0,32.0,9.0,48776.0,14.0,373.0,152.0,12.0,1184.1
191.0,17.0,2529.0,17334.0,43645.0,59.0,5.0,13967.0,45.0,160.0,212.0,41.0,1143.5
296.0,36.0,5415.0,15424.0,37275.0,137.0,10.0,3800.0,16.0,415.0,301.0,36.0,1276.2
28.0,16.0,3651.0,6313.0,4879.0,90.0,7.0,2002.0,19.0,201.0,340.0,39.0,1165.6
252.0,2.0,1071.0,11503.0,41575.0,124.0,3.0,44796.0,13.0,299.0,199.0,17.0,1236.1
482.0,2.0,5272.0,44221.0,18636.0,131.0,10.0,3211.0,34.0,492.0,55.0,23.0,1201.1
264.0,4.0,2009.0,15416.0,18271.0,193.0,7.0,35076.0,40.0,98.0,452.0,41.0,1188.6
311.0,15.0,7692.0,45255.0,37736.0,39.0,2.0,41196.0,19.0,207.0,174.0,8.0,1116.7
265.0,23.0,805.0,16857.0,19910.0,76.0,4.0,18559.0,8.0,285.0,165.0,47.0,1128.4
302.0,41.0,3532.0,5709.0,11489.0,200.0,6.0,40040.0,34.0,426.0,373.0,24.0,995.8
413.0,24.0,4745.0,34574.0,35786.0,52.0,8.0,46104.0,25.0,295.0,318.0,6.0,1159.8
277.0,12.0,5812.0,3066.0,2708.0,90.0,7.0,38955.0,12.0,21.0,272.0,23.0,1111.4
495.0,6.0,6550.0,43708.0,40932.0,71.0,3.0,39554.0,8.0,40.0,218.0,10.0,1229.9
411.0,46.0,5681.0,7768.0,34315.0,81.0,9.0,14098.0,10.0,403.0,369.0,47.0,1196.0
399.0,50.0,5922.0,30977.0,19667.0,138.0,5.0,42638.0,28.0,348.0,41.0,5.0,1181.3
338.0,43.0,1393.0,5816.0,3915.0,12.0,2.0,33395.0,9.0,253.0,277.0,44.0,1151.4
334.0,49.0,2337.0,22861.0,47976.0,32.0,4.0,48318.0,22.0,477.0,174.0,22.0,1101.8
31.0,12.0,4811.0,28506.0,10298.0,92.0,1.0,8973.0,37.0,38.0,340.0,9.0,1174.3
232.0,39.0,2425.0,14369.0,28345.0,184.0,9.0,23086.0,44.0,43.0,363.0,24.0,1109.0
240.0,39.0,6162.0,2333.0,12382.0,36.0,2.0,28859.0,13.0,449.0,248.0,37.0,1126.3
203.0,4.0,1065.0,25648.0,22418.0,160.0,2.0,16046.0,2.0,153.0,462.0,24.0,1217.7
142.0,38.0,7537.0,46573.0,45728.0,108.0,5.0,35721.0,32.0,482.0,244.0,24.0,1211.7
378.0,14.0,742.0,831.0,29.0,87.0,10.0,49406.0,15.0,471.0,473.0,24.0,1107.3
329.0,34.0,4261.0,43233.0,47035.0,83.0,2.0,15974.0,42.0,301.0,367.0,37.0,1136.6
142.0,35.0,3140.0,17861.0,20168.0,143.0,6.0,35591.0,14.0,296.0,171.0,38.0,1173.4
437.0,6.0,6666.0,2593.0,4299.0,1.0,5.0,44439.0,40.0,86.0,190.0,27.0,1022.4
415.0,44.0,3921.0,26823.0,13999.0,33.0,1.0,17949.0,32.0,75.0,30.0,11.0,1085.5
210.0,8.0,3246.0,16360.0,15672.0,27.0,9.0,45688.0,30.0,56.0,282.0,7.0,1152.2
254.0,8.0,849.0,47044.0,14469.0,185.0,5.0,29386.0,19.0,280.0,393.0,35.0,1218.8
344.0,26.0,7030.0,41373.0,13986.0,104.0,7.0,21772.0,39.0,135.0,238.0,6.0,1133.9
63.0,23.0,6815.0,31777.0,28745.0,25.0,9.0,23344.0,33.0,290.0,88.0,42.0,1161.8
54.0,14.0,4551.0,33352.0,9677.0,98.0,3.0,11421.0,23.0,435.0,232.0,10.0,1201.1
218.0,10.0,1350.0,31315.0,1738.0,1.0,8.0,4385.0,33.0,358.0,300.0,25.0,964.1
153.0,35.0,909.0,4034.0,4806.0,145.0,3.0,12172.0,36.0,114.0,233.0,29.0,1217.6
196.0,43.0,2999.0,21630.0,14880.0,82.0,5.0,7092.0,11.0,326.0,150.0,22.0,1112.5
500.0,37.0,7211.0,49717.0,31306.0,93.0,8.0,46417.0,31.0,229.0,162.0,35.0,1166.6
447.0,12.0,7182.0,41787.0,19196.0,54.0,5.0,19657.0,5.0,101.0,104.0,47.0,1192.5
151.0,12.0,7377.0,1589.0,4172.0,127.0,2.0,2461.0,9.0,417.0,312.0,10.0,1249.4
2.0,37.0,2570.0,15144.0,15605.0,126.0,10.0,24988.0,10.0,357.0,156.0,9.0,1328.0
382.0,45.0,28.0,23131.0,33225.0,198.0,9.0,45687.0,8.0,236.0,424.0,23.0,1176.5
60.0,22.0,2542.0,9869.0,43610.0,200.0,9.0,42835.0,34.0,390.0,279.0,35.0,1141.0
321.0,7.0,5526.0,15773.0,27628.0,78.0,7.0,9109.0,11.0,116.0,159.0,13.0,1192.6
292.0,49.0,3132.0,19879.0,76.0,191.0,3.0,22787.0,23.0,266.0,9.0,31.0,1125.7
287.0,18.0,7804.0,25281.0,47731.0,69.0,1.0,36580.0,49.0,488.0,193.0,47.0,1083.2
140.0,3.0,3807.0,31500.0,2633.0,79.0,10.0,27337.0,24.0,281.0,456.0,17.0,1212.3
497.0,4.0,800.0,7892.0,3723.0,45.0,4.0,5917.0,49.0,210.0,456.0,16.0,1101.4
108.0,32.0,4349.0,43991.0,34794.0,135.0,1.0,10663.0,42.0,77.0,223.0,7.0,1169.6
203.0,49.0,5595.0,38542.0,9313.0,94.0,4.0,37859.0,27.0,486.0,495.0,32.0,1144.3
28.0,2.0,4685.0,18243.0,1544.0,144.0,2.0,6118.0,35.0,415.0,71.0,47.0,1195.3
394.0,17.0,6228.0,36008.0,9192.0,73.0,3.0,47517.0,23.0,129.0,362.0,18.0,1137.5
397.0,33.0,7817.0,31714.0,8190.0,193.0,7.0,29051.0,37.0,158.0,146.0,39.0,1257.5
226.0,33.0,7261.0,5492.0,17170.0,40.0,8.0,43789.0,42.0,471.0,314.0,17.0,1155.8
118.0,36.0,6572.0,31264.0,36324.0,3.0,10.0,31200.0,15.0,423.0,338.0,34.0,1096.6
483.0,14.0,3034.0,23901.0,2715.0,84.0,9.0,36699.0,1.0,296.0,481.0,29.0,1242.7
138.0,39.0,4863.0,40348.0,19950.0,92.0,1.0,25393.0,47.0,342.0,17.0,9.0,1183.3
408.0,22.0,3293.0,5111.0,3019.0,178.0,6.0,21991.0,39.0,71.0,384.0,28.0,1188.8
81.0,46.0,3532.0,7026.0,3870.0,85.0,6.0,18260.0,33.0,271.0,236.0,14.0,1228.2
113.0,24.0,2880.0,26809.0,35415.0,63.0,4.0,2384.0,38.0,299.0,466.0,10.0,1184.1
116.0,7.0,3841.0,31933.0,13304.0,35.0,7.0,28657.0,34.0,212.0,153.0,15.0,1220.3
199.0,11.0,5701.0,12365.0,12377.0,114.0,3.0,16131.0,23.0,304.0,423.0,14.0,1176.7
300.0,30.0,5490.0,17806.0,2323.0,181.0,10.0,38366.0,36.0,28.0,161.0,9.0,1087.8
446.0,41.0,1944.0,12140.0,28746.0,106.0,8.0,14251.0,37.0,24.0,354.0,22.0,1157.1
74.0,45.0,3178.0,6284.0,48341.0,138.0,9.0,47867.0,3.0,215.0,177.0,11.0,1180.4
29.0,29.0,3536.0,781.0,21954.0,3.0,7.0,48926.0,28.0,409.0,118.0,6.0,1124.9
489.0,47.0,6754.0,38085.0,39653.0,16.0,7.0,34386.0,22.0,136.0,381.0,16.0,1118.3
12.0,11.0,5215.0,48167.0,44694.0,154.0,5.0,29982.0,21.0,324.0,313.0,41.0,1178.0
284.0,44.0,2818.0,28259.0,24784.0,125.0,3.0,25860.0,40.0,41.0,191.0,14.0,1029.9
378.0,2.0,2748.0,14895.0,5343.0,32.0,7.0,15658.0,20.0,71.0,22.0,47.0,1225.8
285.0,13.0,3234.0,18403.0,28568.0,179.0,5.0,7894.0,41.0,171.0,201.0,8.0,1239.2
51.0,38.0,4027.0,14010.0,44224.0,122.0,7.0,33180.0,49.0,50.0,14.0,39.0,1156.3
132.0,48.0,6173.0,35476.0,10688.0,87.0,6.0,3012.0,15.0,364.0,39.0,25.0,1117.9
386.0,4.0,5952.0,25614.0,35880.0,94.0,7.0,16606.0,41.0,25.0,236.0,12.0,1157.9
95.0,1.0,4769.0,18042.0,10912.0,131.0,2.0,46469.0,50.0,202.0,309.0,18.0,1205.4
379.0,36.0,2470.0,48048.0,16191.0,156.0,5.0,8905.0,3.0,121.0,157.0,33.0,1233.2
433.0,34.0,982.0,41568.0,45813.0,190.0,10.0,34799.0,19.0,99.0,471.0,1.0,1129.9
93.0,36.0,3344.0,43161.0,24864.0,76.0,5.0,20291.0,23.0,269.0,303.0,16.0,1129.1
327.0,49.0,1625.0,32612.0,49004.0,43.0,10.0,9485.0,23.0,478.0,349.0,45.0,1115.6
144.0,3.0,6518.0,40188.0,18856.0,147.0,6.0,12793.0,46.0,90.0,302.0,42.0,1174.5
208.0,20.0,4560.0,33222.0,802.0,188.0,6.0,25515.0,3.0,42.0,500.0,44.0,1195.6
95.0,24.0,2342.0,29238.0,14444.0,106.0,5.0,8486.0,8.0,479.0,20.0,29.0,1089.6
102.0,2.0,7755.0,42552.0,29216.0,193.0,8.0,38323.0,24.0,412.0,222.0,30.0,1161.4
6.0,9.0,569.0,37028.0,37733.0,152.0,10.0,11375.0,31.0,388.0,288.0,27.0,1226.8
274.0,2.0,7358.0,28378.0,42804.0,43.0,2.0,21875.0,13.0,139.0,368.0,26.0,1170.3
448.0,49.0,1092.0,5652.0,48307.0,74.0,8.0,27463.0,27.0,390.0,305.0,28.0,1101.9
222.0,23.0,2998.0,12306.0,24108.0,113.0,5.0,32427.0,11.0,300.0,166.0,21.0,1152.9
6.0,29.0,755.0,17571.0,4955.0,1.0,5.0,17794.0,18.0,17.0,322.0,23.0,1069.9
21.0,17.0,6373.0,19262.0,25783.0,47.0,2.0,27561.0,31.0,281.0,463.0,11.0,1179.5
398.0,28.0,1586.0,1712.0,9880.0,15.0,10.0,39633.0,37.0,128.0,135.0,49.0,1059.5
87.0,47.0,950.0,13288.0,34345.0,41.0,1.0,17613.0,19.0,216.0,113.0,26.0,1106.6
299.0,30.0,1078.0,1254.0,47495.0,48.0,1.0,17999.0,41.0,19.0,208.0,16.0,1155.4
133.0,41.0,4263.0,32763.0,8030.0,106.0,4.0,6032.0,9.0,356.0,60.0,20.0,1239.8
472.0,24.0,2051.0,9451.0,1162.0,24.0,4.0,4330.0,4.0,317.0,14.0,9.0,1164.8
465.0,26.0,7659.0,829.0,35307.0,43.0,5.0,31854.0,21.0,412.0,421.0,42.0,1174.7
349.0,29.0,544.0,22955.0,9919.0,19.0,5.0,9911.0,42.0,115.0,98.0,16.0,1155.7
188.0,5.0,4603.0,5132.0,45001.0,150.0,5.0,47189.0,15.0,215.0,496.0,35.0,1148.4
466.0,30.0,6679.0,3519.0,31178.0,132.0,3.0,32283.0,38.0,95.0,13.0,36.0,1160.8
487.0,20.0,3608.0,48748.0,3543.0,32.0,2.0,12705.0,42.0,24.0,340.0,23.0,1157.1
10.0,29.0,2357.0,42011.0,19544.0,74.0,9.0,46910.0,48.0,414.0,202.0,6.0,1106.4
286.0,2.0,95.0,19801.0,12875.0,38.0,8.0,22180.0,9.0,220.0,151.0,2.0,1159.8
135.0,47.0,151.0,38741.0,47946.0,182.0,5.0,40891.0,21.0,242.0,189.0,33.0,1146.0
244.0,33.0,6335.0,22361.0,45096.0,60.0,2.0,45241.0,7.0,350.0,495.0,1.0,1083.4
131.0,3.0,1029.0,41375.0,10868.0,66.0,1.0,1466.0,34.0,52.0,456.0,9.0,1111.7
4.0,8.0,3739.0,46308.0,12906.0,9.0,9.0,690.0,37.0,331.0,355.0,41.0,1105.8
308.0,31.0,4421.0,27064.0,26804.0,180.0,5.0,22932.0,18.0,362.0,212.0,38.0,1039.6
123.0,16.0,4445.0,13973.0,12930.0,119.0,5.0,21674.0,25.0,448.0,367.0,45.0,1159.7
367.0,2.0,7376.0,14614.0,29816.0,123.0,9.0,10013.0,39.0,272.0,335.0,49.0,1040.6
78.0,28.0,4046.0,8566.0,35988.0,161.0,2.0,34708.0,5.0,346.0,426.0,36.0,1177.2
183.0,15.0,7914.0,6235.0,7255.0,156.0,4.0,8749.0,31.0,36.0,155.0,37.0,1386.6
179.0,28.0,7773.0,25684.0,45998.0,200.0,1.0,46315.0,39.0,163.0,320.0,45.0,1136.2
68.0,28.0,643.0,17582.0,6817.0,23.0,9.0,31511.0,16.0,161.0,268.0,1.0,1154.9
394.0,46.0,377.0,1952.0,22811.0,171.0,8.0,15144.0,46.0,224.0,205.0,15.0,1222.0
496.0,23.0,1570.0,355.0,20618.0,71.0,6.0,21545.0,4.0,38.0,130.0,50.0,1103.4
330.0,22.0,1508.0,397.0,33527.0,62.0,5.0,25938.0,39.0,112.0,404.0,46.0,1153.9
404.0,46.0,7227.0,23157.0,13827.0,184.0,9.0,2274.0,4.0,469.0,207.0,43.0,1107.1
212.0,43.0,2637.0,37977.0,13196.0,190.0,4.0,481.0,18.0,252.0,270.0,11.0,1183.0
252.0,39.0,1165.0,21370.0,41287.0,176.0,3.0,6501.0,30.0,417.0,85.0,37.0,1103.1
445.0,25.0,5996.0,1845.0,5244.0,13.0,8.0,4115.0,33.0,349.0,238.0,6.0,1089.8
110.0,7.0,277.0,6732.0,48222.0,67.0,4.0,2673.0,9.0,23.0,137.0,17.0,1226.5
395.0,14.0,6929.0,47672.0,41302.0,181.0,4.0,37447.0,8.0,475.0,385.0,47.0,1198.6
212.0,31.0,3434.0,26663.0,41103.0,152.0,9.0,27862.0,38.0,443.0,144.0,33.0,1227.1
445.0,17.0,3634.0,30581.0,19733.0,83.0,4.0,29854.0,31.0,397.0,337.0,30.0,1198.3
269.0,5.0,7095.0,48311.0,1256.0,81.0,7.0,33557.0,8.0,388.0,211.0,50.0,1244.6
413.0,16.0,4323.0,14131.0,3317.0,193.0,3.0,43143.0,42.0,150.0,60.0,33.0,1236.7
